Applied time(s),Measured Current(A)
0.0,6.2566192e-05
0.999999,6.1902608e-05
1.9999989999999999,6.1902608e-05
2.999999,6.2134616e-05
3.999999,6.2190984e-05
4.999999,6.2350692e-05
5.999999,6.2463424e-05
6.999999,3.8188268e-05
7.999999,3.3960784e-05
8.999998999999999,5.397088e-05
9.999998999999999,5.3491763999999996e-05
10.999998999999999,5.3285087999999996e-05
11.999998999999999,5.3050224e-05
12.999998999999999,5.2890524e-05
13.999998999999999,5.2768392e-05
14.999998999999999,5.269324e-05
15.999998999999999,5.2542928e-05
16.999997999999998,5.2571112e-05
17.999997999999998,5.2589896e-05
18.999997999999998,5.2636872e-05
19.999997999999998,5.2683844e-05
20.999997999999998,5.2730816e-05
21.999997999999998,5.2740208e-05
22.999997999999998,5.2843548e-05
23.999997999999998,5.2881123999999997e-05
24.999997999999998,5.2871732e-05
25.999997999999998,5.2937492e-05
26.999997999999998,5.3069016e-05
27.999997999999998,5.3040831999999996e-05
28.999997999999998,5.305962e-05
29.999997999999998,5.3115984e-05
30.999997999999998,5.3162959999999996e-05
31.999997999999998,5.3200536e-05
32.999998,5.3219328e-05
33.999995999999996,5.329448e-05
34.999995999999996,5.3285087999999996e-05
35.999995999999996,5.3313267999999996e-05
36.999995999999996,5.3341452e-05
37.999995999999996,5.3350848e-05
38.999995999999996,5.339782e-05
39.999995999999996,5.3454184e-05
40.999995999999996,5.3444792e-05
41.999995999999996,5.3454184e-05
42.999995999999996,5.3482368e-05
43.999995999999996,5.346358e-05
44.999995999999996,5.3557523999999996e-05
45.999995999999996,5.352934e-05
46.999995999999996,5.352934e-05
47.999995999999996,5.3557523999999996e-05
48.999995999999996,5.3557523999999996e-05
49.999995999999996,5.3576312e-05
50.999995999999996,5.3557523999999996e-05
51.999995999999996,5.3585708e-05
52.999995999999996,5.3651468e-05
53.999995999999996,5.3670256e-05
54.999995999999996,5.3613891999999996e-05
55.999995999999996,5.3632676e-05
56.999995999999996,5.366086e-05
57.999995999999996,5.3670256e-05
58.999995999999996,5.3623284e-05
