Applied time(s),Measured Current(A)
0.0,5.6214776e-05
0.999999,5.4792816e-05
1.9999989999999999,5.4129236e-05
2.999999,5.41024e-05
3.999999,5.4243316e-05
4.999999,5.4346652e-05
5.999999,5.4431204e-05
6.999999,5.4496964e-05
7.999999,5.4619092e-05
8.999998999999999,5.4412416e-05
9.999998999999999,5.4262104e-05
10.999998999999999,5.4121188e-05
11.999998999999999,5.4017848e-05
12.999998999999999,5.3886327999999996e-05
13.999998999999999,5.3782992e-05
14.999998999999999,5.369844e-05
15.999998999999999,5.3679651999999996e-05
16.999997999999998,5.3613891999999996e-05
17.999997999999998,5.3557523999999996e-05
18.999997999999998,5.3557523999999996e-05
19.999997999999998,5.352934e-05
20.999997999999998,5.3538732e-05
21.999997999999998,5.3604496e-05
22.999997999999998,5.3632676e-05
23.999997999999998,5.366086e-05
24.999997999999998,5.369844e-05
25.999997999999998,5.3745412e-05
26.999997999999998,5.3801776e-05
27.999997999999998,5.3820568e-05
28.999997999999998,5.3886327999999996e-05
29.999997999999998,5.389572e-05
30.999997999999998,5.3961484e-05
31.999997999999998,5.4017848e-05
32.999998,5.4074216e-05
33.999995999999996,5.4055428e-05
34.999995999999996,5.4177556e-05
35.999995999999996,5.4243316e-05
36.999995999999996,5.4318468e-05
37.999995999999996,5.4346652e-05
38.999995999999996,5.4431204e-05
39.999995999999996,5.4478176e-05
40.999995999999996,5.4525144e-05
41.999995999999996,5.457212e-05
42.999995999999996,5.463788e-05
43.999995999999996,5.470364e-05
44.999995999999996,5.4844556e-05
45.999995999999996,5.4882132e-05
46.999995999999996,5.4910316e-05
47.999995999999996,5.5004264e-05
48.999995999999996,5.5060627999999996e-05
49.999995999999996,5.5163968e-05
50.999995999999996,5.5192152e-05
51.999995999999996,5.5267303999999996e-05
52.999995999999996,5.5351856e-05
53.999995999999996,5.5427011999999996e-05
54.999995999999996,5.5473979999999996e-05
55.999995999999996,5.5520956e-05
56.999995999999996,5.5605504e-05
57.999995999999996,5.5624292e-05
58.999995999999996,5.5708844e-05
