Applied time(s),Measured potential(v),Measured Current(A)
0.0,0.09997772,0.000128639
0.1,0.09997772,0.00011119700000000001
0.19999899999999998,0.09997772,0.00010437100000000001
0.3,0.09997772,9.716719199999999e-05
0.399999,0.09997772,9.2018232e-05
0.49999899999999997,0.09997772,8.671978399999999e-05
0.6,0.09997772,8.437118399999999e-05
0.7,0.09997772,8.1261632e-05
0.7999999999999999,0.09997772,8.023764e-05
0.8999999999999999,0.09997772,9.2243696e-05
1.0,0.09997772,9.2995256e-05
1.0999999999999999,0.09997772,0.000102502
1.2,0.09997772,9.1886712e-05
1.3,0.09997772,8.2144704e-05
1.4,0.09997772,7.817088e-05
1.5,0.09997772,7.5512256e-05
1.5999999999999999,0.09997772,7.5671968e-05
1.7,0.09997772,7.305092799999999e-05
1.7999999999999998,0.09997772,7.3492456e-05
1.9,0.09997772,7.6376536e-05
2.0,0.09997772,8.0744944e-05
2.1,0.09997772,7.775752e-05
2.1999999999999997,0.09997772,7.5418312e-05
2.2999989999999997,0.09997772,7.436614399999999e-05
2.3999989999999998,0.09997772,7.4516448e-05
2.499999,0.09997772,7.4939192e-05
2.599999,0.09997772,7.4760704e-05
2.699999,0.09997772,7.381186399999999e-05
2.7999989999999997,0.09997772,7.3548824e-05
2.8999989999999998,0.09997772,7.446008e-05
2.999999,0.09997772,8.0200072e-05
3.099999,0.09997772,8.2990208e-05
3.199999,0.09997772,8.159044e-05
3.299998,0.09997772,7.8678168e-05
3.3999979999999996,0.09997772,7.6536248e-05
3.4999979999999997,0.09997772,7.56156e-05
3.599998,0.09997772,7.514588e-05
3.699998,0.09997772,7.515527199999999e-05
3.799998,0.09997772,7.5728328e-05
3.8999979999999996,0.09997772,7.4892224e-05
3.9999979999999997,0.09997772,8.212592e-05
4.099998,0.09997772,0.000103855
4.199998,0.09997772,9.0543304e-05
4.2999979999999995,0.09997772,8.326264e-05
4.399998,0.09997772,7.9448512e-05
4.499998,0.09997772,7.7128096e-05
4.599997,0.09997772,7.6028952e-05
4.699997,0.09997772,7.4807672e-05
4.799996999999999,0.09997772,7.3097888e-05
4.899997,0.09997772,7.479828e-05
4.999997,0.09997772,7.8339968e-05
5.099997,0.09997772,8.9152936e-05
5.199997,0.09997772,9.428228e-05
5.299996999999999,0.09997772,8.1036168e-05
5.399997,0.09997772,7.7391136e-05
5.499997,0.09997772,7.4948592e-05
5.599996,0.09997772,7.35958e-05
5.699996,0.09997772,7.2928792e-05
5.799996,0.09997772,7.2947584e-05
5.899996,0.09997772,7.302273599999999e-05
5.999995999999999,0.09997772,7.2271184e-05
6.099996,0.09997772,7.291e-05
6.199996,0.09997772,7.3238808e-05
6.299996,0.09997772,7.366156e-05
6.399996,0.09997772,7.3163648e-05
6.499995999999999,0.09997772,7.3248208e-05
6.599995,0.09997772,7.305092799999999e-05
6.6999949999999995,0.09997772,7.278788e-05
