Applied time(s),Measured Current(A)
0.0,8.5791528e-05
0.999999,8.6170712e-05
1.9999989999999999,8.607591199999999e-05
2.999999,8.6146728e-05
3.999999,8.6174912e-05
4.999999,8.6193696e-05
5.999999,8.6250064e-05
6.999999,8.6240672e-05
7.999999,8.6259456e-05
8.999998999999999,8.6315824e-05
9.999998999999999,8.63628e-05
10.999998999999999,8.6381592e-05
11.999998999999999,8.6400376e-05
12.999998999999999,8.6437952e-05
13.999998999999999,8.6522504e-05
14.999998999999999,8.655068e-05
15.999998999999999,8.6560088e-05
16.999997999999998,8.661644e-05
17.999997999999998,8.663524e-05
18.999997999999998,8.6682208e-05
19.999997999999998,8.6701e-05
20.999997999999998,8.6747968e-05
21.999997999999998,8.6794936e-05
22.999997999999998,8.6823128e-05
23.999997999999998,8.6804336e-05
24.999997999999998,8.6851304e-05
25.999997999999998,8.6926464e-05
26.999997999999998,8.691707199999999e-05
27.999997999999998,8.6973432e-05
28.999997999999998,8.6982832e-05
29.999997999999998,8.70298e-05
30.999997999999998,8.7001616e-05
31.999997999999998,8.7076768e-05
32.999998,8.7067376e-05
33.999995999999996,8.7123744e-05
34.999995999999996,8.717072e-05
35.999995999999996,8.716132799999999e-05
36.999995999999996,8.717072e-05
37.999995999999996,8.7189504e-05
38.999995999999996,8.7245872e-05
39.999995999999996,8.7245872e-05
40.999995999999996,8.7264656e-05
41.999995999999996,8.7274056e-05
42.999995999999996,8.730224e-05
43.999995999999996,8.7311632e-05
44.999995999999996,8.7330416e-05
45.999995999999996,8.7339816e-05
46.999995999999996,8.7368e-05
47.999995999999996,8.7368e-05
48.999995999999996,8.7386784e-05
49.999995999999996,8.7414976e-05
50.999995999999996,8.743376e-05
51.999995999999996,8.7443152e-05
52.999995999999996,8.7461944e-05
53.999995999999996,8.7508912e-05
54.999995999999996,8.7490128e-05
55.999995999999996,8.7527704e-05
56.999995999999996,8.7518312e-05
57.999995999999996,8.7546496e-05
58.999995999999996,8.7584072e-05
