Applied time(s),Measured Current(A)
0.0,4.360674e-05
0.999999,4.2848363999999996e-05
1.9999989999999999,4.2563972e-05
2.999999,4.2932448e-05
3.999999,4.3073364e-05
4.999999,4.3035784e-05
5.999999,4.2960632e-05
6.999999,1.6092623e-05
7.999999,4.3599448e-05
8.999998999999999,4.3195492e-05
9.999998999999999,4.3176699999999996e-05
10.999998999999999,4.3129728e-05
11.999998999999999,4.3120336e-05
12.999998999999999,4.3233068e-05
13.999998999999999,4.330822e-05
14.999998999999999,4.3392772e-05
15.999998999999999,4.3533688e-05
16.999997999999998,4.3674608e-05
17.999997999999998,4.3759156e-05
18.999997999999998,4.3871887999999996e-05
19.999997999999998,4.4059776e-05
20.999997999999998,4.4238271999999996e-05
21.999997999999998,4.4351004e-05
22.999997999999998,4.4501316e-05
23.999997999999998,4.4623444e-05
24.999997999999998,4.4820724e-05
25.999997999999998,4.4933456e-05
26.999997999999998,4.5046187999999996e-05
27.999997999999998,4.5149528e-05
28.999997999999998,4.5252868e-05
29.999997999999998,4.5403176e-05
30.999997999999998,4.5525304e-05
31.999997999999998,4.5609856e-05
32.999998,4.5713192e-05
33.999995999999996,4.5854108e-05
34.999995999999996,4.5919868e-05
35.999995999999996,4.607018e-05
36.999995999999996,4.617352e-05
37.999995999999996,4.6314436e-05
38.999995999999996,4.6417772e-05
39.999995999999996,4.6586871999999996e-05
40.999995999999996,4.6662028e-05
41.999995999999996,4.6765368e-05
42.999995999999996,4.6849916e-05
43.999995999999996,4.6990832e-05
44.999995999999996,4.715054e-05
45.999995999999996,4.7225692e-05
46.999995999999996,4.7366608e-05
47.999995999999996,4.7488736e-05
48.999995999999996,4.7601468e-05
49.999995999999996,4.7704808e-05
50.999995999999996,4.7836328e-05
51.999995999999996,4.794906e-05
52.999995999999996,4.80524e-05
53.999995999999996,4.818392e-05
54.999995999999996,4.8240288e-05
55.999995999999996,4.8381204e-05
56.999995999999996,4.8456356e-05
57.999995999999996,4.8569092e-05
58.999995999999996,4.8644248e-05
