Applied time(s),Measured Current(A)
0.0,1.89594e-07
0.999999,3.7918899999999997e-07
1.9999989999999999,0.0
2.999999,1.40916e-07
3.999999,9.394409000000001e-09
4.999999,-5.6366456e-08
5.999999,1.279518e-06
6.999999,1.321793e-06
7.999999,1.332127e-06
8.999998999999999,1.22597e-06
9.999998999999999,1.243819e-06
10.999998999999999,1.248516e-06
11.999998999999999,1.274821e-06
12.999998999999999,1.323672e-06
13.999998999999999,1.3020649999999999e-06
14.999998999999999,1.264487e-06
15.999998999999999,1.201544e-06
16.999997999999998,1.318975e-06
17.999997999999998,1.223152e-06
18.999997999999998,1.412919e-06
19.999997999999998,1.315217e-06
20.999997999999998,1.234425e-06
21.999997999999998,1.272942e-06
22.999997999999998,1.248516e-06
23.999997999999998,1.3368239999999999e-06
24.999997999999998,1.210939e-06
25.999997999999998,1.379099e-06
26.999997999999998,1.163967e-06
27.999997999999998,1.174301e-06
28.999997999999998,1.3368239999999999e-06
29.999997999999998,1.294549e-06
30.999997999999998,1.2269089999999999e-06
31.999997999999998,1.365007e-06
32.999998,1.227849e-06
33.999995999999996,1.303944e-06
34.999995999999996,1.281397e-06
35.999995999999996,1.3819169999999999e-06
36.999995999999996,1.248516e-06
37.999995999999996,1.262608e-06
38.999995999999996,1.270124e-06
39.999995999999996,1.248516e-06
40.999995999999996,1.25885e-06
41.999995999999996,1.260729e-06
42.999995999999996,1.372523e-06
43.999995999999996,1.438283e-06
44.999995999999996,1.266366e-06
45.999995999999996,1.337763e-06
46.999995999999996,1.330248e-06
47.999995999999996,1.308641e-06
48.999995999999996,1.2767e-06
49.999995999999996,1.216575e-06
50.999995999999996,1.186513e-06
51.999995999999996,1.101964e-06
52.999995999999996,-4.6972e-10
53.999995999999996,-9.394409600000001e-11
54.999995999999996,-1.2212730000000002e-09
55.999995999999996,-1.1273290000000002e-09
56.999995999999996,-1.1273290000000002e-09
57.999995999999996,-7.515520000000001e-10
58.999995999999996,9.3944e-10
59.999995999999996,-1.409161e-09
60.999995999999996,-1.8788800000000002e-10
61.999995999999996,-1.8788800000000002e-10
62.999995999999996,-8.454960000000001e-10
63.999995999999996,-9.394409600000001e-11
64.999996,-1.503105e-09
65.999996,-1.409161e-09
66.999996,-9.394409600000001e-11
67.99999199999999,-1.972826e-09
68.99999199999999,0.0
69.99999199999999,-2.81832e-10
70.99999199999999,-2.81832e-10
71.99999199999999,-8.454960000000001e-10
72.99999199999999,-2.160714e-09
73.99999199999999,3.7577600000000004e-10
74.99999199999999,3.7577600000000004e-10
75.99999199999999,-1.8788800000000002e-10
76.99999199999999,-2.81832e-10
77.99999199999999,1.8788800000000002e-10
78.99999199999999,-5.63664e-10
79.99999199999999,9.394409600000001e-11
80.99999199999999,1.8788800000000002e-10
81.99999199999999,3.7577600000000004e-10
82.99999199999999,-1.409161e-09
83.99999199999999,-6.576080000000001e-10
84.99999199999999,-8.454960000000001e-10
85.99999199999999,-4.6972e-10
86.99999199999999,9.394409600000001e-11
87.99999199999999,9.394409600000001e-11
88.99999199999999,-2.81832e-10
89.99999199999999,-4.6972e-10
90.99999199999999,-1.1273290000000002e-09
91.99999199999999,-7.515520000000001e-10
92.99999199999999,-9.394409600000001e-11
93.99999199999999,7.515520000000001e-10
94.99999199999999,5.63664e-10
95.99999199999999,-7.515520000000001e-10
96.99999199999999,-1.503105e-09
97.99999199999999,-1.2212730000000002e-09
98.99999199999999,-9.394409600000001e-11
99.99999199999999,-6.576080000000001e-10
101.0,-5.63664e-10
102.0,-3.7577600000000004e-10
103.0,-1.690993e-09
104.0,-1.315217e-09
105.0,-7.515520000000001e-10
106.0,-1.690993e-09
107.0,-4.6972e-10
108.0,1.8788800000000002e-10
109.0,2.81832e-10
110.0,-8.454960000000001e-10
111.0,0.0
112.0,-2.81832e-10
113.0,-6.576080000000001e-10
114.0,-1.2212730000000002e-09
115.0,-1.2212730000000002e-09
116.0,5.63664e-10
117.0,8.454960000000001e-10
118.0,3.7577600000000004e-10
119.0,-6.576080000000001e-10
120.0,0.0
121.0,-1.7849370000000001e-09
122.0,-1.972826e-09
123.0,-2.2546580000000003e-09
124.0,-1.503105e-09
125.0,-2.81832e-10
126.0,-4.6972e-10
127.0,-2.81832e-10
128.0,-3.7577600000000004e-10
129.0,-1.8788800000000002e-10
130.0,-5.63664e-10
131.0,-1.597049e-09
132.0,-6.576080000000001e-10
133.0,-1.033384e-09
134.0,-6.576080000000001e-10
135.0,-5.63664e-10
136.0,-2.348602e-09
137.0,-4.6972e-10
138.0,-6.576080000000001e-10
139.0,-1.8788800000000002e-10
140.0,-6.576080000000001e-10
141.0,-8.454960000000001e-10
142.0,-2.81832e-10
143.0,-7.515520000000001e-10
144.0,9.394409600000001e-11
145.0,-1.8788800000000002e-10
146.0,-1.409161e-09
147.0,-8.454960000000001e-10
148.0,-1.1273290000000002e-09
149.0,-1.409161e-09
