Applied time(s),Measured Current(A)
0.0,6.5978892e-05
0.999999,6.3134976e-05
1.9999989999999999,6.2092208e-05
2.999999,6.2444632e-05
3.999999,6.247282e-05
4.999999,6.2557364e-05
5.999999,6.2811012e-05
6.999999,6.297072e-05
7.999999,6.3092848e-05
8.999998999999999,6.290495999999999e-05
9.999998999999999,6.273586e-05
10.999998999999999,6.2613732e-05
11.999998999999999,6.2444632e-05
12.999998999999999,6.23319e-05
13.999998999999999,6.2200376e-05
14.999998999999999,6.2087644e-05
15.999998999999999,6.1937336e-05
16.999997999999998,6.1862184e-05
17.999997999999998,6.1796416e-05
18.999997999999998,6.1758844e-05
19.999997999999998,6.1693084e-05
20.999997999999998,6.1664896e-05
21.999997999999998,6.1589744e-05
22.999997999999998,6.1561556e-05
23.999997999999998,6.1514588e-05
24.999997999999998,6.1430036e-05
25.999997999999998,6.142064399999999e-05
26.999997999999998,6.1448828e-05
27.999997999999998,6.1401856e-05
28.999997999999998,6.1364276e-05
29.999997999999998,6.1354884e-05
30.999997999999998,6.1345488e-05
31.999997999999998,6.1307908e-05
32.999998,6.1307908e-05
33.999995999999996,6.1279728e-05
34.999995999999996,6.1307908e-05
35.999995999999996,6.1289124e-05
36.999995999999996,6.1307908e-05
37.999995999999996,6.1242148e-05
38.999995999999996,6.1270336e-05
39.999995999999996,6.129851599999999e-05
40.999995999999996,6.1289124e-05
41.999995999999996,6.1279728e-05
42.999995999999996,6.1307908e-05
43.999995999999996,6.1307908e-05
44.999995999999996,6.133609599999999e-05
45.999995999999996,6.1364276e-05
46.999995999999996,6.1439428e-05
47.999995999999996,6.1401856e-05
48.999995999999996,6.1430036e-05
49.999995999999996,6.145822399999999e-05
50.999995999999996,6.1477008e-05
51.999995999999996,6.1467616e-05
52.999995999999996,6.1561556e-05
53.999995999999996,6.1542768e-05
54.999995999999996,6.1589744e-05
55.999995999999996,6.1636716e-05
56.999995999999996,6.1627324e-05
57.999995999999996,6.1664896e-05
58.999995999999996,6.1740048e-05
