Applied time(s),Measured potential(v),Measured Current(A)
0.0,0.09997772,9.783077599999999e-05
0.1,0.09997772,9.6977592e-05
0.19999899999999998,0.09997772,9.7451584e-05
0.3,0.09997772,9.7598512e-05
0.399999,0.09997772,9.7833368e-05
0.49999899999999997,0.09997772,9.799308e-05
0.6,0.09997772,9.8199752e-05
0.7,0.09997772,9.830309599999999e-05
0.7999999999999999,0.09997772,9.84534e-05
0.8999999999999999,0.09997772,9.831248799999999e-05
1.0,0.09997772,9.8397032e-05
1.0999999999999999,0.09997772,9.8368856e-05
1.2,0.09997772,9.8350064e-05
1.3,0.09997772,9.8500376e-05
1.4,0.09997772,9.8340664e-05
1.5,0.09997772,9.825612e-05
1.5999999999999999,0.09997772,9.8584928e-05
1.7,0.09997772,9.8490976e-05
1.7999999999999998,0.09997772,9.8509768e-05
1.9,0.09997772,9.8368856e-05
2.0,0.09997772,9.831248799999999e-05
2.1,0.09997772,9.8368856e-05
2.1999999999999997,0.09997772,9.843461599999999e-05
2.2999989999999997,0.09997772,9.8340664e-05
2.3999989999999998,0.09997772,9.8415824e-05
2.499999,0.09997772,9.8227936e-05
2.599999,0.09997772,9.830309599999999e-05
2.699999,0.09997772,9.8171576e-05
2.7999989999999997,0.09997772,9.825612e-05
2.8999989999999998,0.09997772,9.8378248e-05
2.999999,0.09997772,9.8237336e-05
3.099999,0.09997772,9.8368856e-05
3.199999,0.09997772,9.825612e-05
3.299998,0.09997772,9.8199752e-05
3.3999979999999996,0.09997772,9.819035999999999e-05
3.4999979999999997,0.09997772,9.8030648e-05
3.599998,0.09997772,9.8209144e-05
3.699998,0.09997772,9.8152776e-05
3.799998,0.09997772,9.816216799999999e-05
3.8999979999999996,0.09997772,9.8011864e-05
3.9999979999999997,0.09997772,9.7955496e-05
4.099998,0.09997772,9.791792e-05
4.199998,0.09997772,9.791792e-05
4.2999979999999995,0.09997772,9.8049448e-05
4.399998,0.09997772,9.7974288e-05
4.499998,0.09997772,9.791792e-05
4.599997,0.09997772,9.7861552e-05
4.699997,0.09997772,9.8011864e-05
4.799996999999999,0.09997772,9.781458399999999e-05
4.899997,0.09997772,9.77864e-05
4.999997,0.09997772,9.7730032e-05
5.099997,0.09997772,9.7889736e-05
5.199997,0.09997772,9.7664272e-05
5.299996999999999,0.09997772,9.785216e-05
5.399997,0.09997772,9.7795792e-05
5.499997,0.09997772,9.7636088e-05
5.599996,0.09997772,9.7542144e-05
5.699996,0.09997772,9.74388e-05
5.799996,0.09997772,9.7551536e-05
5.899996,0.09997772,9.7410624e-05
5.999995999999999,0.09997772,9.7542144e-05
6.099996,0.09997772,9.7485776e-05
6.199996,0.09997772,9.7560928e-05
6.299996,0.09997772,9.74388e-05
6.399996,0.09997772,9.7420016e-05
6.499995999999999,0.09997772,9.757032799999999e-05
6.599995,0.09997772,9.752335999999999e-05
6.6999949999999995,0.09997772,9.7495168e-05
6.799995,0.09997772,9.737304e-05
6.899995,0.09997772,9.740123199999999e-05
6.999994999999999,0.09997772,9.7495168e-05
7.099995,0.09997772,9.7269704e-05
7.1999949999999995,0.09997772,9.7100608e-05
7.299995,0.09997772,9.718516e-05
7.399995,0.09997772,9.7222736e-05
7.499994999999999,0.09997772,9.7213344e-05
7.599994,0.09997772,9.7222736e-05
7.699993999999999,0.09997772,9.7269704e-05
7.799994,0.09997772,9.7128792e-05
7.8999939999999995,0.09997772,9.7288496e-05
7.999994,0.09997772,9.6940904e-05
8.099993999999999,0.09997772,9.7072424e-05
8.199994,0.09997772,9.715697599999999e-05
8.299995,0.09997772,9.6875144e-05
8.399994999999999,0.09997772,9.6875144e-05
8.499996,0.09997772,9.704424e-05
8.599995999999999,0.09997772,9.6799992e-05
8.699995999999999,0.09997772,9.6875144e-05
8.799997,0.09997772,9.703484799999999e-05
8.899996999999999,0.09997772,9.6884536e-05
8.999998,0.09997772,9.6781192e-05
9.099998,0.09997772,9.690332e-05
9.199997999999999,0.09997772,9.7016056e-05
9.299999,0.09997772,9.686575199999999e-05
9.399999,0.09997772,9.696907999999999e-05
9.499998999999999,0.09997772,9.6809384e-05
9.6,0.09997772,9.690332e-05
9.7,0.09997772,9.6940904e-05
9.800001,0.09997772,9.684695199999999e-05
9.900001,0.09997772,9.6875144e-05
10.000001,0.09997772,9.6809384e-05
10.100002,0.09997772,9.6809384e-05
10.200002,0.09997772,9.666846399999999e-05
10.300002,0.09997772,9.6940904e-05
10.400003,0.09997772,9.6828168e-05
10.500003,0.09997772,9.6781192e-05
10.600004,0.09997772,9.6809384e-05
10.700004,0.09997772,9.6931512e-05
10.800004,0.09997772,9.692212e-05
10.900005,0.09997772,9.666846399999999e-05
11.000005,0.09997772,9.670604e-05
11.100005,0.09997772,9.6875144e-05
11.200006,0.09997772,9.6649672e-05
11.300006,0.09997772,9.684695199999999e-05
11.400006999999999,0.09997772,9.6677864e-05
11.500007,0.09997772,9.6696648e-05
11.600007,0.09997772,9.666846399999999e-05
11.700007999999999,0.09997772,9.6753016e-05
11.800008,0.09997772,9.664028e-05
11.900008,0.09997772,9.6753016e-05
12.000008999999999,0.09997772,9.6884536e-05
12.100009,0.09997772,9.662149599999999e-05
12.200009999999999,0.09997772,9.666846399999999e-05
