Applied time(s),Measured Current(A)
0.0,0.00010048500000000001
0.999999,9.982152e-05
1.9999989999999999,9.9252736e-05
2.999999,9.9101616e-05
3.999999,9.9007672e-05
4.999999,9.8913728e-05
5.999999,9.87916e-05
6.999999,9.8622496e-05
7.999999,9.848158399999999e-05
8.999998999999999,9.8622496e-05
9.999998999999999,9.830309599999999e-05
10.999998999999999,9.8218536e-05
11.999998999999999,9.8077624e-05
12.999998999999999,9.8030648e-05
13.999998999999999,9.793671199999999e-05
14.999998999999999,9.792732e-05
15.999998999999999,9.7795792e-05
16.999997999999998,9.7767608e-05
17.999997999999998,9.770184799999999e-05
18.999997999999998,9.7598512e-05
19.999997999999998,9.7560928e-05
20.999997999999998,9.750455999999999e-05
21.999997999999998,9.7485776e-05
22.999997999999998,9.739184e-05
23.999997999999998,9.7354256e-05
24.999997999999998,9.730728e-05
25.999997999999998,9.7260312e-05
26.999997999999998,9.730728e-05
27.999997999999998,9.724152e-05
28.999997999999998,9.720394399999999e-05
29.999997999999998,9.715697599999999e-05
30.999997999999998,9.71194e-05
31.999997999999998,9.71194e-05
32.999998,9.7072424e-05
33.999995999999996,9.7128792e-05
34.999995999999996,9.705364e-05
35.999995999999996,9.704424e-05
36.999995999999996,9.695968799999999e-05
37.999995999999996,9.698787999999999e-05
38.999995999999996,9.6950296e-05
39.999995999999996,9.695968799999999e-05
40.999995999999996,9.6950296e-05
41.999995999999996,9.696907999999999e-05
42.999995999999996,9.6950296e-05
43.999995999999996,9.6912712e-05
44.999995999999996,9.692212e-05
45.999995999999996,9.692212e-05
46.999995999999996,9.6912712e-05
47.999995999999996,9.690332e-05
48.999995999999996,9.6856352e-05
49.999995999999996,9.6799992e-05
50.999995999999996,9.6884536e-05
51.999995999999996,9.6893928e-05
52.999995999999996,9.684695199999999e-05
53.999995999999996,9.684695199999999e-05
54.999995999999996,9.683755999999999e-05
55.999995999999996,9.6884536e-05
56.999995999999996,9.684695199999999e-05
57.999995999999996,9.686575199999999e-05
58.999995999999996,9.67718e-05
