Applied time(s),Measured Current(A)
0.0,7.4605448e-05
0.999999,7.413145599999999e-05
1.9999989999999999,7.4036664e-05
2.999999,7.405611999999999e-05
3.999999,7.406552e-05
4.999999,7.4140672e-05
5.999999,6.6841216e-05
6.999999,4.0612028e-05
7.999999,6.3121032e-05
8.999998999999999,6.2510392e-05
9.999998999999999,6.2087644e-05
10.999998999999999,6.1805816e-05
11.999998999999999,6.1505196e-05
12.999998999999999,6.121396799999999e-05
13.999998999999999,6.1101236e-05
14.999998999999999,6.1035476e-05
15.999998999999999,6.092274e-05
16.999997999999998,6.0838192e-05
17.999997999999998,6.0716064e-05
18.999997999999998,6.0368472e-05
19.999997999999998,6.0265127999999997e-05
20.999997999999998,6.0246344e-05
21.999997999999998,6.0180584e-05
22.999997999999998,6.0086636e-05
23.999997999999998,6.0011483999999996e-05
24.999997999999998,5.9955116e-05
25.999997999999998,5.9870564e-05
26.999997999999998,5.9616919999999996e-05
27.999997999999998,5.9569944e-05
28.999997999999998,5.9494788e-05
29.999997999999998,5.9466608e-05
30.999997999999998,5.9485396e-05
31.999997999999998,5.9438423999999996e-05
32.999998,5.9419636e-05
33.999995999999996,5.9382056e-05
34.999995999999996,5.9382056e-05
35.999995999999996,5.9363268e-05
36.999995999999996,5.9335084e-05
37.999995999999996,5.9316295999999996e-05
38.999995999999996,5.9288115999999996e-05
39.999995999999996,5.9259932e-05
40.999995999999996,5.9231748e-05
41.999995999999996,5.9259932e-05
42.999995999999996,5.9222352e-05
43.999995999999996,5.9231748e-05
44.999995999999996,5.91378e-05
45.999995999999996,5.9147196e-05
46.999995999999996,5.91378e-05
47.999995999999996,5.9128407999999996e-05
48.999995999999996,5.9147196e-05
49.999995999999996,5.91378e-05
50.999995999999996,5.9062648e-05
51.999995999999996,5.9081436e-05
52.999995999999996,5.9015672e-05
53.999995999999996,5.9025072e-05
54.999995999999996,5.8996888e-05
55.999995999999996,5.8987492e-05
56.999995999999996,5.9015672e-05
57.999995999999996,5.894052e-05
58.999995999999996,5.8931128e-05
