Applied time(s),Measured Current(A)
0.0,3.223107e-06
0.999999,2.938715e-06
1.9999989999999999,3.128309e-06
2.999999,2.893478e-06
3.999999,2.827717e-06
4.999999,2.7901389999999998e-06
5.999999,3.265496e-06
6.999999,3.230737e-06
7.999999,3.231676e-06
8.999998999999999,3.172491e-06
9.999998999999999,3.178128e-06
10.999998999999999,3.185644e-06
11.999998999999999,3.133035e-06
12.999998999999999,3.204432e-06
13.999998999999999,3.103912e-06
14.999998999999999,3.151824e-06
15.999998999999999,3.111428e-06
16.999997999999998,3.128338e-06
17.999997999999998,3.088881e-06
18.999997999999998,3.097336e-06
19.999997999999998,3.113307e-06
20.999997999999998,3.102033e-06
21.999997999999998,3.0757289999999998e-06
22.999997999999998,3.102033e-06
23.999997999999998,3.033454e-06
24.999997999999998,3.082305e-06
25.999997999999998,3.04003e-06
26.999997999999998,3.0531819999999998e-06
27.999997999999998,3.0221809999999997e-06
28.999997999999998,3.041909e-06
29.999997999999998,3.037212e-06
30.999997999999998,3.0221809999999997e-06
31.999997999999998,3.0203019999999998e-06
32.999998,3.034394e-06
33.999995999999996,2.99024e-06
34.999995999999996,3.008089e-06
35.999995999999996,2.943268e-06
36.999995999999996,2.992119e-06
37.999995999999996,2.940449e-06
38.999995999999996,2.987421e-06
39.999995999999996,2.968633e-06
40.999995999999996,2.968633e-06
41.999995999999996,2.95642e-06
42.999995999999996,2.962057e-06
43.999995999999996,2.931055e-06
44.999995999999996,2.913206e-06
45.999995999999996,2.869991e-06
46.999995999999996,2.910388e-06
47.999995999999996,2.8634149999999998e-06
48.999995999999996,2.854021e-06
49.999995999999996,2.820201e-06
50.999995999999996,2.820201e-06
51.999995999999996,2.880325e-06
52.999995999999996,2.844627e-06
53.999995999999996,2.834293e-06
54.999995999999996,2.7901389999999998e-06
55.999995999999996,2.8286559999999998e-06
56.999995999999996,2.823019e-06
57.999995999999996,2.808928e-06
58.999995999999996,2.810807e-06
