Applied time(seconds),Measured potential(v)
0.0,-1.811277
9.999998999999999,-1.818392
19.999997999999998,-1.8256999999999999
29.999997999999998,-1.83243
39.999995999999996,-1.8401219999999998
49.999995999999996,-1.861179
59.999995999999996,-1.883198
69.99999199999999,-1.8787749999999999
79.99999199999999,-1.8879089999999998
89.99999199999999,-1.8994469999999999
99.99999199999999,-1.8953129999999998
110.0,-1.8991589999999998
120.0,-1.903293
130.0,-1.908677
140.0,-1.91387
150.0,-1.920985
160.0,-1.9285809999999999
170.0,-1.936369
180.0,-1.9443489999999999
190.0,-1.9545409999999999
200.0,-1.9642519999999999
210.0,-2.00127
220.0,-1.995982
230.0,-2.001462
240.0,-2.0052119999999998
250.0,-2.0113659999999998
260.0,-2.019058
270.0,-2.026846
280.0,-2.034634
290.0,-2.071364
300.0,-2.066652
310.0,-2.07146
320.0,-2.07694
330.0,-2.083094
340.0,-2.089055
350.0,-2.096267
360.0,-2.104247
370.0,-2.1121309999999998
380.0,-2.1201119999999998
390.0,-2.128669
400.0,-2.1378999999999997
410.0,-2.1478029999999997
420.0,-2.157034
430.0,-2.1664559999999997
440.0,-2.175494
450.0,-2.1843399999999997
460.0,-2.193186
470.0,-2.202032
480.0,-2.211551
490.0,-2.21357
500.0,-2.218377
510.0,-2.2616449999999997
520.0,-2.259818
530.0,-2.26376
540.0,-2.270683
550.0,-2.27751
560.0,-2.285875
570.0,-2.293278
580.0,-2.3007779999999998
590.0,-2.308951
600.0,-2.316451
610.0,-2.324143
620.0,-2.3328919999999997
630.0,-2.342123
640.0,-2.354238
650.0,-2.362122
660.0,-2.3719289999999997
670.0,-2.381544
680.0,-2.392025
690.0,-2.400871
700.0,-2.409716
710.0,-2.419812
720.0,-2.4317349999999998
730.0,-2.442023
740.0,-2.451542
750.0,-2.4612529999999997
760.0,-2.4711559999999997
770.0,-2.480868
780.0,-2.4893289999999997
790.0,-2.498175
800.0,-2.506347
810.0,-2.514424
820.0,-2.5225
830.0,-2.5317309999999997
840.0,-2.53875
850.0,-2.5462499999999997
860.0,-2.560384
870.0,-2.595767
880.0,-2.6189389999999997
890.0,-2.627977
900.0,-2.093382
910.0,-1.488597
920.0,-1.48677
930.0,-1.51725
940.0,-1.548883
950.0,-1.57744
960.0,-1.6058999999999999
970.0,-1.631765
980.0,-1.6569559999999999
990.0,-1.685128
1000.0,-1.706666
1010.0,-1.728877
1020.0,-1.7519529999999999
1030.0,-1.7748359999999999
1040.0,-1.796759
1050.0,-1.819354
1060.0,-1.8419489999999998
1070.0,-1.8641599999999998
1080.0,-1.8866589999999999
1090.0,-1.910024
1100.0,-1.931946
1110.0,-1.955406
1120.0,-1.9798289999999998
1130.0,-2.010405
1140.0,-2.108574
1150.0,-2.2620299999999998
1160.0,-2.244626
1170.0,-2.256261
1180.0,-2.251934
1190.0,-2.130111
1200.0,-2.248761
1210.0,-2.2208769999999998
1220.0,-2.146553
1230.0,-2.136361
1240.0,-2.175687
1250.0,-2.195205
1260.0,-2.258664
1270.0,-2.303182
1280.0,-2.259433
1290.0,-2.264433
1300.0,-2.279817
1310.0,-2.294817
1320.0,-2.311066
1330.0,-2.325393
1340.0,-2.3430839999999997
1350.0,-2.3566409999999998
1360.0,-2.373468
1370.0,-2.3967359999999998
1380.0,-2.438465
1390.0,-2.7270119999999998
1400.0,-3.002002
1410.0,-3.084883
1420.0,-3.0655569999999996
1430.0,-3.050942
1440.0,-3.0462309999999997
1450.0,-3.0477689999999997
1460.0,-3.0469999999999997
1470.0,-3.048634
1480.0,-3.0503649999999998
1490.0,-3.052192
1500.0,-3.0524809999999998
1510.0,-3.054019
1520.0,-3.056038
1530.0,-3.0582499999999997
1540.0,-3.059884
1550.0,-3.0615189999999997
1560.0,-3.0633459999999997
1570.0,-3.0652679999999997
1580.0,-3.067768
1590.0,-3.069403
1600.0,-3.071134
1610.0,-3.072864
1620.0,-3.074691
1630.0,-3.07623
1640.0,-3.0780559999999997
1650.0,-3.0798829999999997
1660.0,-3.081806
1670.0,-3.0835369999999998
1680.0,-3.0852679999999997
1690.0,-3.0870949999999997
