Applied time(seconds),Measured potential(v)
0.0,-0.507865
0.999999,-0.508346
1.9999989999999999,-0.508826
2.999999,-0.509211
3.999999,-0.5095959999999999
4.999999,-0.50998
5.999999,-0.510365
6.999999,-0.510749
7.999999,-0.511134
8.999998999999999,-0.511519
9.999998999999999,-0.511807
10.999998999999999,-0.512192
11.999998999999999,-0.512576
12.999998999999999,-0.512961
13.999998999999999,-0.513249
14.999998999999999,-0.5136339999999999
15.999998999999999,-0.513922
16.999997999999998,-0.514307
17.999997999999998,-0.5146919999999999
18.999997999999998,-0.51498
19.999997999999998,-0.515365
20.999997999999998,-0.515749
21.999997999999998,-0.516038
22.999997999999998,-0.5164219999999999
23.999997999999998,-0.516711
24.999997999999998,-0.516999
25.999997999999998,-0.517384
26.999997999999998,-0.517768
27.999997999999998,-0.518057
28.999997999999998,-0.5184409999999999
29.999997999999998,-0.51873
30.999997999999998,-0.519018
31.999997999999998,-0.519403
32.999998,-0.519691
33.999995999999996,-0.51998
34.999995999999996,-0.5203639999999999
35.999995999999996,-0.520749
36.999995999999996,-0.520941
37.999995999999996,-0.52123
38.999995999999996,-0.521614
39.999995999999996,-0.521999
40.999995999999996,-0.522288
41.999995999999996,-0.522672
42.999995999999996,-0.522864
43.999995999999996,-0.523249
44.999995999999996,-0.523537
45.999995999999996,-0.523922
46.999995999999996,-0.52421
47.999995999999996,-0.5244989999999999
48.999995999999996,-0.524884
49.999995999999996,-0.525172
50.999995999999996,-0.5254599999999999
51.999995999999996,-0.5256529999999999
52.999995999999996,-0.526037
53.999995999999996,-0.526326
54.999995999999996,-0.526614
55.999995999999996,-0.526903
56.999995999999996,-0.527287
57.999995999999996,-0.52748
58.999995999999996,-0.527768
