Applied time(s),Measured potential(v),Measured Current(A)
0.0,0.09997772,3.602296e-06
0.1,0.09997772,2.3699309999999998e-06
0.19999899999999998,0.09997772,1.801148e-06
0.3,0.09997772,8.45496e-07
0.399999,0.09997772,6.85791e-07
0.49999899999999997,0.09997772,5.44875e-07
0.6,0.09997772,4.34021e-07
0.7,0.09997772,4.23687e-07
0.7999999999999999,0.09997772,3.56048e-07
0.8999999999999999,0.09997772,3.21194e-07
1.0,0.09997772,2.93575e-07
1.0999999999999999,0.09997772,2.70371e-07
1.2,0.09997772,2.52051e-07
1.3,0.09997772,2.35329e-07
1.4,0.09997772,2.21989e-07
1.5,0.09997772,2.08461e-07
1.5999999999999999,0.09997772,1.98409e-07
1.7,0.09997772,1.87136e-07
1.7999999999999998,0.09997772,1.79715e-07
1.9,0.09997772,1.72387e-07
2.0,0.09997772,1.6675e-07
2.1,0.09997772,1.61208e-07
2.1999999999999997,0.09997772,1.53128e-07
2.2999989999999997,0.09997772,1.4805499999999998e-07
2.3999989999999998,0.09997772,1.45237e-07
2.499999,0.09997772,1.39788e-07
2.599999,0.09997772,1.35655e-07
2.699999,0.09997772,1.33494e-07
2.7999989999999997,0.09997772,1.28609e-07
2.8999989999999998,0.09997772,1.25697e-07
2.999999,0.09997772,1.21939e-07
3.099999,0.09997772,1.19778e-07
3.199999,0.09997772,1.16866e-07
3.299998,0.09997772,1.14705e-07
3.3999979999999996,0.09997772,1.12075e-07
3.4999979999999997,0.09997772,1.10008e-07
3.599998,0.09997772,1.07565e-07
3.699998,0.09997772,1.05874e-07
3.799998,0.09997772,1.03996e-07
3.8999979999999996,0.09997772,1.01835e-07
3.9999979999999997,0.09997772,1.00144e-07
4.099998,0.09997772,9.948679200000001e-08
4.199998,0.09997772,9.7701856e-08
4.2999979999999995,0.09997772,9.601086400000001e-08
4.399998,0.09997772,9.488352800000001e-08
4.499998,0.09997772,9.375620800000001e-08
4.599997,0.09997772,9.244098400000001e-08
4.699997,0.09997772,9.0374216e-08
4.799996999999999,0.09997772,8.811956e-08
4.899997,0.09997772,8.7837728e-08
4.999997,0.09997772,8.802561600000001e-08
5.099997,0.09997772,8.7461952e-08
5.199997,0.09997772,8.436179200000001e-08
5.299996999999999,0.09997772,8.407996800000001e-08
5.399997,0.09997772,8.361024e-08
5.499997,0.09997772,8.276474400000001e-08
5.599996,0.09997772,8.154347200000001e-08
5.699996,0.09997772,8.088586400000001e-08
5.799996,0.09997772,8.0040368e-08
5.899996,0.09997772,8.1355584e-08
5.999995999999999,0.09997772,7.9476696e-08
6.099996,0.09997772,7.825542400000001e-08
6.199996,0.09997772,7.825542400000001e-08
6.299996,0.09997772,7.759781600000001e-08
6.399996,0.09997772,7.571893600000001e-08
6.499995999999999,0.09997772,7.5906824e-08
6.599995,0.09997772,7.4591608e-08
6.6999949999999995,0.09997772,7.355822400000001e-08
6.799995,0.09997772,7.3370336e-08
6.899995,0.09997772,7.3276392e-08
6.999994999999999,0.09997772,7.252483200000001e-08
7.099995,0.09997772,7.102173600000001e-08
7.1999949999999995,0.09997772,7.158540000000001e-08
7.299995,0.09997772,7.064595200000001e-08
7.399995,0.09997772,7.027017600000001e-08
7.499994999999999,0.09997772,7.0458064e-08
7.599994,0.09997772,6.9518632e-08
7.699993999999999,0.09997772,6.9236792e-08
7.799994,0.09997772,6.933074400000001e-08
7.8999939999999995,0.09997772,6.848524e-08
7.999994,0.09997772,6.8673136e-08
8.099993999999999,0.09997772,6.75458e-08
8.199994,0.09997772,6.7263968e-08
8.299995,0.09997772,6.7170024e-08
8.399994999999999,0.09997772,6.6982132e-08
8.499996,0.09997772,6.6418476e-08
8.599995999999999,0.09997772,6.585480800000001e-08
8.699995999999999,0.09997772,6.5760868e-08
8.799997,0.09997772,6.557298000000001e-08
8.899996999999999,0.09997772,6.4163816e-08
8.999998,0.09997772,6.4163816e-08
9.099998,0.09997772,6.378804e-08
9.199997999999999,0.09997772,6.397592800000001e-08
9.299999,0.09997772,6.341226e-08
9.399999,0.09997772,6.331832000000001e-08
9.499998999999999,0.09997772,6.2378876e-08
9.6,0.09997772,6.1721268e-08
9.7,0.09997772,6.1815208e-08
9.800001,0.09997772,6.143944e-08
9.900001,0.09997772,6.162732000000001e-08
10.000001,0.09997772,6.1157604e-08
10.100002,0.09997772,6.096971200000001e-08
10.200002,0.09997772,6.1157604e-08
10.300002,0.09997772,6.2378876e-08
10.400003,0.09997772,6.096971200000001e-08
10.500003,0.09997772,5.8996888000000006e-08
10.600004,0.09997772,5.8715060000000006e-08
10.700004,0.09997772,5.8902944000000003e-08
10.800004,0.09997772,5.7681672e-08
10.900005,0.09997772,5.8245336000000004e-08
11.000005,0.09997772,5.7493784e-08
11.100005,0.09997772,5.8245336000000004e-08
11.200006,0.09997772,5.7775616000000004e-08
11.300006,0.09997772,5.6836172e-08
11.400006999999999,0.09997772,5.721195200000001e-08
11.500007,0.09997772,5.721195200000001e-08
11.600007,0.09997772,5.7305896000000004e-08
11.700007999999999,0.09997772,5.5896732e-08
11.800008,0.09997772,5.6366456e-08
11.900008,0.09997772,5.5614900000000007e-08
12.000008999999999,0.09997772,5.6084624e-08
12.100009,0.09997772,5.6460400000000006e-08
12.200009999999999,0.09997772,5.5896732e-08
12.300009999999999,0.09997772,5.4581516e-08
12.40001,0.09997772,5.4863348000000005e-08
12.500010999999999,0.09997772,5.4487576e-08
12.600011,0.09997772,5.4299684e-08
12.700011,0.09997772,5.5051236000000004e-08
12.800011999999999,0.09997772,5.3829964e-08
12.900012,0.09997772,5.4487576e-08
13.000013,0.09997772,5.4111796e-08
13.100012999999999,0.09997772,5.3266300000000005e-08
13.200013,0.09997772,5.2984468000000003e-08
13.300014,0.09997772,5.3548132000000006e-08
13.400013999999999,0.09997772,5.2420800000000006e-08
13.500014,0.09997772,5.2796580000000005e-08
13.600014999999999,0.09997772,5.3078412000000006e-08
13.700014999999999,0.09997772,5.1857140000000004e-08
13.800016,0.09997772,5.2796580000000005e-08
13.900015999999999,0.09997772,5.195108400000001e-08
14.000015999999999,0.09997772,5.1387416e-08
14.100017,0.09997772,5.1481360000000005e-08
14.200016999999999,0.09997772,5.1293472000000006e-08
14.300016999999999,0.09997772,5.0917696e-08
14.400018,0.09997772,5.1293472000000006e-08
14.500017999999999,0.09997772,5.1011644000000006e-08
14.600019,0.09997772,5.0447976e-08
14.700019,0.09997772,5.0729808e-08
14.800018999999999,0.09997772,5.0354032000000006e-08
14.90002,0.09997772,5.1293472000000006e-08
15.00002,0.09997772,4.9696424000000007e-08
15.100019999999999,0.09997772,4.9978256e-08
15.200021,0.09997772,5.0354032000000006e-08
15.300021,0.09997772,4.9508536e-08
15.400022,0.09997772,5.0354032000000006e-08
15.500022,0.09997772,4.9884312000000005e-08
15.600022,0.09997772,4.9790368e-08
15.700023,0.09997772,4.9414592000000005e-08
15.800023,0.09997772,4.9414592000000005e-08
15.900023,0.09997772,4.8850928e-08
16.000024,0.09997772,4.9320648e-08
16.100023999999998,0.09997772,4.9226704000000006e-08
16.200025,0.09997772,4.8756984000000006e-08
16.300024999999998,0.09997772,4.9038816e-08
16.400025,0.09997772,4.8850928e-08
16.500026,0.09997772,4.9414592000000005e-08
16.600026,0.09997772,4.866304e-08
16.700025999999998,0.09997772,4.77236e-08
16.800026,0.09997772,4.8850928e-08
16.900028,0.09997772,4.866304e-08
17.000028,0.09997772,4.8850928e-08
17.100028,0.09997772,4.8193316e-08
17.200028,0.09997772,4.7065988e-08
17.300027999999998,0.09997772,4.8193316e-08
17.400029999999997,0.09997772,4.7629656000000006e-08
17.50003,0.09997772,4.7535712000000004e-08
17.60003,0.09997772,4.7347820000000004e-08
17.700029999999998,0.09997772,4.8381208e-08
17.80003,0.09997772,4.7065988e-08
17.900029999999997,0.09997772,4.7253876e-08
18.000032,0.09997772,4.7347820000000004e-08
18.100032,0.09997772,4.7441764000000006e-08
18.200032,0.09997772,4.7911488e-08
18.300031999999998,0.09997772,4.584472e-08
18.400032,0.09997772,4.6596268e-08
18.500034,0.09997772,4.6032604000000005e-08
18.600034,0.09997772,4.640838e-08
18.700034,0.09997772,4.678416e-08
18.800034,0.09997772,4.6690216000000006e-08
18.900033999999998,0.09997772,4.7159932000000005e-08
19.000035999999998,0.09997772,4.6220492000000004e-08
19.100036,0.09997772,4.6032604000000005e-08
19.200036,0.09997772,4.6032604000000005e-08
19.300036,0.09997772,4.6126548e-08
19.400036,0.09997772,4.6502324000000006e-08
19.500035999999998,0.09997772,4.5562884000000005e-08
19.600037999999998,0.09997772,4.5562884000000005e-08
19.700038,0.09997772,4.593866e-08
19.800038,0.09997772,4.584472e-08
19.900038,0.09997772,4.4905276000000006e-08
20.000038,0.09997772,4.546894e-08
