Applied time(seconds),Measured potential(v)
0.0,-0.0001923
9.999998999999999,-0.0001923
19.999997999999998,-0.0001923
29.999997999999998,-0.00028845
39.999995999999996,-0.000240375
49.999995999999996,-0.0006249760000000001
59.999995999999996,-9.6150208e-05
69.99999199999999,-0.00011538000000000001
79.99999199999999,-0.00015384
89.99999199999999,5.7690124e-05
99.99999199999999,-0.00017307000000000002
110.0,-0.00015384
120.0,-0.000355755
130.0,-0.00020191500000000002
140.0,-0.000730741
150.0,-0.000240375
160.0,-0.000932657
170.0,7.6920168e-05
180.0,1.9230042e-05
190.0,-4.8075104e-05
200.0,-6.7305144e-05
210.0,-0.00013461000000000001
220.0,-0.000163455
230.0,-0.00020191500000000002
240.0,-0.0005384410000000001
250.0,0.0
260.0,-0.00040383000000000004
270.0,-0.001240337
280.0,0.000221145
290.0,0.00032691
300.0,-7.6920168e-05
310.0,-0.000221145
320.0,-0.000240375
330.0,-0.000221145
340.0,-0.00021153
350.0,-0.0001923
360.0,-0.00020191500000000002
370.0,-0.00021153
380.0,-0.00020191500000000002
390.0,-0.000182685
400.0,-0.00031729500000000004
410.0,-0.000278835
420.0,-0.00015384
430.0,0.0
440.0,-0.001124957
450.0,-0.000240375
460.0,2.8845062e-05
470.0,-9.615021e-06
480.0,-0.000817276
490.0,-0.000182685
500.0,-1.9230042e-05
510.0,-7.6920168e-05
520.0,0.0
530.0,-8.6535184e-05
540.0,-9.6150208e-05
550.0,-0.00017307000000000002
560.0,-0.000124995
570.0,-0.000124995
580.0,-0.00011538000000000001
590.0,-0.000144225
600.0,-0.00015384
610.0,-0.000182685
620.0,-0.000144225
630.0,-0.000144225
640.0,-0.00011538000000000001
650.0,-0.00013461000000000001
660.0,-0.000144225
670.0,-0.00015384
680.0,-9.6150208e-05
690.0,-0.000124995
700.0,-0.000163455
710.0,-0.00020191500000000002
720.0,-0.000163455
730.0,-0.00013461000000000001
740.0,-0.000144225
750.0,-0.00020191500000000002
760.0,-0.000163455
770.0,-0.00015384
780.0,-0.000144225
790.0,-0.000144225
800.0,-0.000163455
810.0,-0.000163455
820.0,-0.00013461000000000001
830.0,-0.000163455
840.0,-0.000144225
850.0,-0.000163455
860.0,-0.00015384
870.0,-0.000144225
880.0,-0.000144225
890.0,-0.001894159
900.0,-0.00031729500000000004
910.0,5.7690124e-05
920.0,-9.6150208e-05
930.0,-0.000124995
940.0,-0.000144225
950.0,-0.00026922000000000003
960.0,-0.00218261
970.0,-0.0015480180000000002
980.0,0.0001923
990.0,0.00024999
1000.0,0.000413445
1010.0,-0.001673013
1020.0,0.00011538000000000001
1030.0,0.00015384
1040.0,0.000355755
1050.0,0.000124995
1060.0,3.8460084e-05
1070.0,-3.8460084e-05
1080.0,-9.6150208e-05
1090.0,-0.000105765
1100.0,-0.00013461000000000001
1110.0,-0.000105765
1120.0,-9.6150208e-05
1130.0,-0.000105765
1140.0,-0.000144225
1150.0,-0.00015384
1160.0,-0.00026922000000000003
1170.0,-0.0006826660000000001
1180.0,-0.0007115110000000001
1190.0,-0.0005095960000000001
1200.0,-4.8075104e-05
1210.0,4.8075104e-05
1220.0,4.8075104e-05
1230.0,-0.00047113600000000004
1240.0,-4.8075104e-05
1250.0,1.9230042e-05
1260.0,-0.000451906
1270.0,-0.000673051
1280.0,-0.00024999
1290.0,4.8075104e-05
1300.0,2.8845062e-05
1310.0,-1.9230042e-05
1320.0,-9.6150208e-05
1330.0,-7.6920168e-05
1340.0,-3.8460084e-05
1350.0,-0.00021153
1360.0,-0.000124995
1370.0,-0.00015384
1380.0,-0.000182685
1390.0,-0.000144225
1400.0,-0.00015384
1410.0,-0.0021633800000000003
1420.0,8.6535184e-05
1430.0,0.0
1440.0,-3.8460084e-05
1450.0,-4.8075104e-05
1460.0,-9.6150208e-05
1470.0,-0.00013461000000000001
1480.0,-0.000105765
1490.0,-0.000124995
1500.0,-0.00013461000000000001
1510.0,-0.000144225
1520.0,-0.000163455
1530.0,-0.00015384
1540.0,-0.00015384
1550.0,-0.000144225
1560.0,-0.000144225
1570.0,-0.00015384
1580.0,-0.000144225
1590.0,-0.00013461000000000001
1600.0,-0.000163455
1610.0,-0.000163455
1620.0,-0.00021153
1630.0,-0.001086497
1640.0,-8.6535184e-05
1650.0,0.00011538000000000001
1660.0,-0.00036537
1670.0,-0.00015384
1680.0,-0.00040383000000000004
1690.0,-0.00034614000000000004
1700.0,5.7690124e-05
1710.0,-6.7305144e-05
1720.0,0.00011538000000000001
1730.0,3.8460084e-05
1740.0,-0.000336525
1750.0,4.8075104e-05
1760.0,-0.000278835
1770.0,-0.00023076000000000002
1780.0,-0.00020191500000000002
1790.0,-0.0001923
1800.0,-0.00017307000000000002
1810.0,-0.000240375
1820.0,-7.6920168e-05
1830.0,-0.00013461000000000001
1840.0,-0.000163455
1850.0,-0.000163455
1860.0,-0.000163455
1870.0,-0.00015384
1880.0,-0.00013461000000000001
1890.0,-0.000182685
1900.0,-0.000124995
1910.0,-0.003586403
1920.0,0.00044229100000000004
1930.0,0.0007692010000000001
1940.0,0.000259605
1950.0,-9.615021e-06
1960.0,-6.7305144e-05
1970.0,-0.000124995
1980.0,-0.00015384
1990.0,-0.00013461000000000001
2000.0,-0.00015384
2010.0,-0.00011538000000000001
2020.0,-0.00015384
2030.0,-0.000163455
2040.0,-0.000163455
2050.0,-0.00017307000000000002
2060.0,-0.00015384
2070.0,-0.000182685
2080.0,-0.00023076000000000002
2090.0,-0.000221145
2100.0,-0.000221145
2110.0,-0.000144225
2120.0,-0.00015384
2130.0,-0.000163455
2140.0,-0.000182685
2150.0,-0.00021153
2160.0,-0.000124995
2170.0,-0.000144225
2180.0,-0.0007115110000000001
2190.0,-0.00011538000000000001
2200.0,-0.00023076000000000002
2210.0,-0.00011538000000000001
2220.0,-1.9230042e-05
2230.0,-9.6150208e-05
2240.0,0.0
2250.0,-0.000480751
2260.0,-6.7305144e-05
2270.0,-9.6150208e-05
2280.0,-0.000144225
2290.0,-0.000163455
2300.0,-0.000163455
2310.0,-0.00020191500000000002
2320.0,-0.00017307000000000002
2330.0,-0.000163455
2340.0,-0.000182685
2350.0,-0.000182685
2360.0,-0.00021153
2370.0,-0.000163455
2380.0,-0.000163455
2390.0,-0.0001923
2400.0,-0.000221145
2410.0,-0.00020191500000000002
2420.0,-0.0007980460000000001
2430.0,-0.000413445
2440.0,-0.00047113600000000004
2450.0,-0.000721126
2460.0,7.6920168e-05
2470.0,-6.7305144e-05
2480.0,-0.00011538000000000001
2490.0,-0.0017691640000000002
2500.0,-0.000278835
2510.0,0.000788431
2520.0,0.000221145
2530.0,8.6535184e-05
2540.0,0.000557671
2550.0,-9.615021e-06
2560.0,-0.00030768
2570.0,-0.000144225
2580.0,-0.000259605
2590.0,-0.00015384
2600.0,-0.00024999
2610.0,-0.000124995
2620.0,0.000480751
2630.0,-6.7305144e-05
2640.0,-0.00023076000000000002
2650.0,-0.000259605
2660.0,-0.000278835
2670.0,-0.00024999
2680.0,-0.00026922000000000003
2690.0,-0.0001923
2700.0,-0.00021153
2710.0,-0.00031729500000000004
2720.0,-0.000105765
2730.0,-0.0001923
2740.0,-0.000221145
2750.0,-0.000182685
2760.0,-0.0001923
2770.0,-0.00020191500000000002
2780.0,-7.6920168e-05
2790.0,-0.000124995
2800.0,-0.000221145
2810.0,-0.00040383000000000004
2820.0,-3.8460084e-05
2830.0,-0.000124995
2840.0,-0.000182685
2850.0,-0.000259605
2860.0,-4.8075104e-05
2870.0,5.7690124e-05
2880.0,-0.00031729500000000004
2890.0,-0.000163455
2900.0,-0.000163455
2910.0,-0.00026922000000000003
2920.0,-0.000182685
2930.0,-0.00023076000000000002
2940.0,-0.000259605
2950.0,-0.000221145
2960.0,-0.00030768
2970.0,-0.00020191500000000002
2980.0,-4.8075104e-05
2990.0,-0.00013461000000000001
3000.0,-0.000163455
3010.0,-0.00023076000000000002
3020.0,-0.00023076000000000002
3030.0,-0.00023076000000000002
3040.0,-0.00023076000000000002
3050.0,-0.00021153
3060.0,-0.00021153
3070.0,-0.000221145
3080.0,-0.00021153
3090.0,-0.00020191500000000002
3100.0,-0.000221145
3110.0,-0.000221145
3120.0,-0.00023076000000000002
3130.0,-0.000221145
3140.0,-0.00021153
3150.0,-0.000240375
3160.0,-0.00020191500000000002
3170.0,-0.0001923
3180.0,-0.000124995
3190.0,-0.00011538000000000001
3200.0,-0.00017307000000000002
3210.0,-0.000221145
3220.0,-0.000240375
3230.0,-0.000221145
3240.0,-0.00021153
3250.0,-0.0001923
3260.0,-0.00021153
3270.0,-0.00021153
3280.0,-0.00024999
3290.0,-2.8845062e-05
3300.0,-7.6920168e-05
3310.0,-0.000163455
3320.0,-0.00021153
3330.0,-0.0001923
3340.0,-0.000221145
3350.0,-0.000221145
3360.0,-0.00023076000000000002
3370.0,-0.00023076000000000002
3380.0,-0.00020191500000000002
3390.0,-0.00021153
3400.0,-0.000221145
3410.0,-0.00023076000000000002
3420.0,-0.00021153
3430.0,-0.000221145
3440.0,-0.00021153
3450.0,-0.000221145
3460.0,-0.000221145
3470.0,-0.00021153
3480.0,-0.0001923
3490.0,-0.00020191500000000002
3500.0,-0.001423023
3510.0,-2.8845062e-05
3520.0,-2.8845062e-05
3530.0,-0.00011538000000000001
3540.0,-0.00015384
3550.0,-0.0001923
3560.0,-0.0001923
3570.0,-0.0001923
3580.0,-0.000221145
3590.0,-0.000182685
3600.0,-0.0001923
3610.0,-0.0001923
3620.0,-0.00021153
3630.0,-0.00020191500000000002
3640.0,-0.0001923
3650.0,-0.000182685
3660.0,-0.0001923
3670.0,-0.00020191500000000002
3680.0,-0.00020191500000000002
3690.0,-0.00020191500000000002
3700.0,-0.0001923
3710.0,-0.00020191500000000002
3720.0,-0.0001923
3730.0,-0.000182685
3740.0,-0.00020191500000000002
3750.0,-0.0001923
3760.0,-0.0001923
