Applied time(seconds),Measured potential(v)
0.0,-0.081631544
9.999998999999999,-0.081535392
19.999997999999998,-0.08134308800000001
29.999997999999998,-0.08134308800000001
39.999995999999996,-0.08119886400000001
49.999995999999996,-0.081054632
59.999995999999996,-0.080862336
69.99999199999999,-0.08071811200000001
79.99999199999999,-0.08057388800000001
89.99999199999999,-0.080429656
99.99999199999999,-0.08028544
110.0,-0.08018928800000001
120.0,-0.08009313600000001
130.0,-0.079996992
140.0,-0.07990084
150.0,-0.07980468
160.0,-0.079708528
170.0,-0.07961238400000001
180.0,-0.079516232
190.0,-0.07937200800000001
200.0,-0.079275864
210.0,-0.079179712
220.0,-0.07913163200000001
230.0,-0.07903548
240.0,-0.078939336
250.0,-0.078891256
260.0,-0.07884318400000001
270.0,-0.07874703200000001
280.0,-0.078698952
290.0,-0.07860280800000001
300.0,-0.07845858400000001
310.0,-0.078362424
320.0,-0.07826628000000001
330.0,-0.078170128
340.0,-0.07802590400000001
350.0,-0.07797783200000001
360.0,-0.077833608
370.0,-0.07773745600000001
380.0,-0.077593232
390.0,-0.07740092800000001
400.0,-0.07725670400000001
410.0,-0.0770644
420.0,-0.076920184
430.0,-0.07677595200000001
440.0,-0.07663172800000001
450.0,-0.076487504
460.0,-0.076343272
470.0,-0.076199056
480.0,-0.07595868
490.0,-0.075814448
500.0,-0.07567022400000001
510.0,-0.07552600000000001
520.0,-0.075381768
530.0,-0.075237552
540.0,-0.07509332
550.0,-0.074997168
560.0,-0.074852952
570.0,-0.07480487200000001
580.0,-0.07470872
590.0,-0.074612576
600.0,-0.074516424
610.0,-0.07442027200000001
620.0,-0.07427604800000001
630.0,-0.074131824
640.0,-0.073987592
650.0,-0.073843368
660.0,-0.073747216
670.0,-0.073603
680.0,-0.07345876800000001
690.0,-0.073266472
700.0,-0.07312224
710.0,-0.07292994400000001
720.0,-0.07273764
730.0,-0.072593424
740.0,-0.07244919200000001
750.0,-0.07230496800000001
760.0,-0.072160744
770.0,-0.072112664
780.0,-0.072016512
790.0,-0.07196844000000001
800.0,-0.071920368
810.0,-0.071872296
820.0,-0.071872296
830.0,-0.07182421600000001
840.0,-0.071776144
850.0,-0.071679984
860.0,-0.071631912
870.0,-0.07158384000000001
880.0,-0.071535768
890.0,-0.07143961600000001
900.0,-0.07134346400000001
910.0,-0.07134346400000001
920.0,-0.071295392
930.0,-0.071295392
940.0,-0.07124732
950.0,-0.07119924000000001
960.0,-0.071151168
970.0,-0.07110308800000001
980.0,-0.071006936
990.0,-0.070910792
1000.0,-0.07086271200000001
1010.0,-0.07076656
1020.0,-0.07076656
1030.0,-0.07076656
1040.0,-0.07081464
1050.0,-0.07076656
1060.0,-0.07062233600000001
1070.0,-0.07047811200000001
1080.0,-0.07038196000000001
1090.0,-0.070285816
1100.0,-0.070141584
1110.0,-0.070045432
1120.0,-0.069901216
1130.0,-0.06975698400000001
1140.0,-0.069660832
1150.0,-0.069516616
1160.0,-0.069420456
1170.0,-0.06937238400000001
1180.0,-0.06927623200000001
1190.0,-0.06913200800000001
1200.0,-0.06898778400000001
1210.0,-0.06889164
1220.0,-0.06874740800000001
1230.0,-0.068603184
1240.0,-0.06845896
1250.0,-0.068314728
1260.0,-0.068170512
1270.0,-0.06802628000000001
1280.0,-0.067930136
1290.0,-0.067737832
1300.0,-0.06764168000000001
1310.0,-0.067497456
1320.0,-0.067353232
1330.0,-0.06716092800000001
1340.0,-0.06701670400000001
1350.0,-0.066872476
1360.0,-0.066728256
1370.0,-0.06653595600000001
1380.0,-0.06643980000000001
1390.0,-0.06629558
1400.0,-0.06610328
1410.0,-0.06591098000000001
1420.0,-0.065766752
1430.0,-0.06567060400000001
1440.0,-0.065526372
1450.0,-0.06543022400000001
1460.0,-0.065334076
1470.0,-0.065141776
1480.0,-0.064949476
1490.0,-0.064757176
1500.0,-0.06456487600000001
1510.0,-0.06442064800000001
1520.0,-0.064228348
1530.0,-0.064036048
1540.0,-0.06393990000000001
1550.0,-0.0637476
1560.0,-0.063603372
1570.0,-0.06345914400000001
1580.0,-0.063266844
1590.0,-0.063122624
1600.0,-0.06293032400000001
1610.0,-0.062786096
1620.0,-0.062641868
1630.0,-0.062459184
1640.0,-0.062324572
1650.0,-0.062151504
1660.0,-0.062016892000000004
1670.0,-0.061824592000000005
1680.0,-0.06167075600000001
1690.0,-0.061555372000000004
1700.0,-0.061401532
1710.0,-0.06126692
1720.0,-0.06111308000000001
1730.0,-0.06099770400000001
1740.0,-0.060824628000000006
1750.0,-0.060709248
1760.0,-0.060574640000000006
1770.0,-0.06044002800000001
1780.0,-0.060305420000000005
1790.0,-0.06019004000000001
1800.0,-0.060093888000000005
1810.0,-0.059959276000000006
1820.0,-0.059843896
1830.0,-0.05969006
1840.0,-0.059555448000000004
1850.0,-0.05942084
1860.0,-0.059305456000000006
1870.0,-0.059190076
1880.0,-0.059017008
1890.0,-0.058920856
1900.0,-0.058767016000000005
1910.0,-0.058632408000000004
1920.0,-0.058536252000000004
1930.0,-0.058420876000000004
1940.0,-0.058247804
1950.0,-0.058132424
1960.0,-0.057997816
1970.0,-0.058055504
1980.0,-0.058074736
1990.0,-0.058093964000000005
2000.0,-0.058074736
2010.0,-0.058074736
2020.0,-0.058113196000000006
2030.0,-0.058074736
2040.0,-0.058093964000000005
