Applied Potential(V),Measured Current(A)
0.0,2.5195806e-08
0.010007779000000001,2.4763662e-08
0.020015558000000003,2.4538198e-08
0.030023338000000004,2.3166614e-08
0.040031116000000005,2.6971350000000003e-08
0.050038896000000006,2.3711488000000003e-08
0.06004667600000001,2.6041302000000002e-08
0.070054456,2.3157218e-08
0.08006223200000001,2.4002716000000002e-08
0.09007000800000001,2.7572590000000003e-08
0.100077,2.4049686000000003e-08
0.11008499999999999,2.7675928000000003e-08
0.12009299999999999,2.3251162000000003e-08
0.130101,2.7337730000000003e-08
0.14010799999999998,2.5994330000000004e-08
0.150116,2.263113e-08
0.160124,2.7328336000000003e-08
0.170132,2.4068476e-08
0.18014,2.339208e-08
0.19014699999999998,2.4773056e-08
0.200155,2.10059e-08
0.210163,2.7290758e-08
0.22017099999999998,2.4594562000000002e-08
0.230178,2.2743864e-08
0.24018599999999998,2.5092466000000004e-08
0.25019399999999997,1.979402e-08
0.260202,2.488579e-08
0.27021,2.384301e-08
0.280217,2.853082e-08
0.290225,2.3166614e-08
0.30023299999999997,2.4369096000000002e-08
0.310241,2.5740680000000003e-08
0.320248,2.2621738e-08
0.330256,2.4876396e-08
0.340264,2.169169e-08
0.350272,2.3082062e-08
0.36028,2.3918166000000003e-08
0.370287,2.2274144e-08
0.380295,2.5515214000000003e-08
0.39030299999999996,2.465093e-08
0.400311,2.4688508000000002e-08
0.41031799999999996,2.4012110000000002e-08
0.420326,2.6003726e-08
0.430334,2.624798e-08
0.44034199999999996,2.2602948e-08
0.45035,2.4030898000000002e-08
0.46035699999999996,2.4049686000000003e-08
0.470365,2.6304346000000003e-08
0.480373,2.3307528e-08
0.49038099999999996,2.226475e-08
0.5003879999999999,2.3129034000000002e-08
0.510396,2.2302328000000002e-08
0.520404,2.4350308000000002e-08
0.530412,2.3251162000000003e-08
0.54042,2.727197e-08
0.550427,2.6886798000000003e-08
0.560435,2.292236e-08
0.5704429999999999,2.4256364000000002e-08
0.5804509999999999,2.3025696000000003e-08
0.5904579999999999,2.8681132000000003e-08
0.6004659999999999,2.2912964000000003e-08
0.610474,2.2095650000000002e-08
0.620482,2.4275152000000003e-08
0.63049,2.4913972e-08
0.640497,2.4453646e-08
0.650505,2.465093e-08
0.660513,2.3251162000000003e-08
0.6705209999999999,2.6501628000000002e-08
0.680528,2.3645728e-08
0.6905359999999999,2.202989e-08
0.700544,2.2706286e-08
0.710552,2.3439052000000002e-08
0.72056,2.5083074e-08
0.730567,2.5430666e-08
0.740575,2.3260558e-08
0.750583,2.6445262000000004e-08
0.760591,2.3908772000000003e-08
0.770598,2.2424456000000003e-08
0.7806059999999999,2.5693708e-08
0.7906139999999999,2.52052e-08
0.800622,2.1325308000000003e-08
0.81063,2.5411876000000003e-08
0.820637,2.3279346e-08
0.830645,2.1419252000000002e-08
0.840653,2.296933e-08
0.850661,2.1682296e-08
0.860668,2.512065e-08
0.870676,2.1513196000000002e-08
0.8806839999999999,2.3476628000000003e-08
0.8906919999999999,2.3251162000000003e-08
0.9007,2.4979734e-08
0.9107069999999999,2.4660324e-08
0.920715,2.5364904e-08
0.930723,2.2424456000000003e-08
0.940731,2.1644718000000002e-08
0.950738,2.2527792e-08
0.960746,2.2725076e-08
0.970754,1.9709470000000002e-08
0.9807619999999999,2.5731288000000003e-08
0.9907699999999999,2.567492e-08
1.000777,2.5270960000000002e-08
1.010785,2.2884780000000002e-08
1.020793,2.3692700000000003e-08
1.0308009999999999,1.9484004000000002e-08
1.0408089999999999,2.4848212000000003e-08
1.050816,2.2396272e-08
1.060824,2.2696894e-08
1.070832,2.320419e-08
1.08084,2.2565370000000003e-08
1.090847,2.1907762e-08
1.100855,2.7281364e-08
1.110863,2.3673910000000002e-08
1.120871,2.3166614e-08
1.130879,2.2941148e-08
1.1408859999999998,2.3119642000000003e-08
1.1508939999999999,2.4350308000000002e-08
1.1609019999999999,2.5383694000000003e-08
1.17091,2.3626938e-08
1.180917,2.2086256000000002e-08
1.190925,2.5148834000000002e-08
1.200933,2.3965138e-08
1.210941,2.0385868000000002e-08
1.2209489999999998,2.2339904000000003e-08
1.230956,2.0705278000000002e-08
1.240964,2.320419e-08
1.250972,2.3777250000000002e-08
1.26098,2.2001706000000003e-08
1.2709869999999999,2.5270960000000002e-08
1.2809949999999999,2.137228e-08
1.291003,2.2941148e-08
1.301011,2.3730278e-08
1.311019,2.433152e-08
1.321026,2.0235558e-08
1.331034,2.3702094000000003e-08
1.3410419999999998,2.4481830000000003e-08
1.3510499999999999,2.3429656e-08
1.361057,2.5834624000000002e-08
1.371065,2.6285556000000002e-08
1.381073,2.3326318000000002e-08
1.391081,2.4500618000000003e-08
1.401089,2.4397280000000003e-08
1.411096,2.4153026000000003e-08
1.421104,2.2509004e-08
1.431112,2.4359704000000003e-08
1.44112,2.263113e-08
1.4511269999999998,2.1052872000000002e-08
1.4611349999999999,2.4124842000000002e-08
1.4711429999999999,2.2255354e-08
1.4811509999999999,2.1719874e-08
1.491159,2.5111256e-08
1.501166,2.2725076e-08
1.511174,2.2386876e-08
1.521182,2.4960946e-08
1.5311899999999998,2.4763662e-08
1.541197,2.2828414e-08
1.551205,2.5064282000000003e-08
1.561213,2.4566378e-08
1.571221,2.0367078e-08
1.581229,2.3298134e-08
1.5912359999999999,2.1954734e-08
1.601244,2.3232374000000003e-08
1.611252,2.2067468000000002e-08
1.62126,2.3561178000000002e-08
1.631267,2.4096658e-08
1.6412749999999998,2.3871192e-08
1.6512829999999998,2.6980742000000002e-08
1.6612909999999999,2.3542390000000002e-08
1.6712989999999999,2.0742854000000002e-08
1.681306,2.3730278e-08
1.691314,2.1776240000000003e-08
1.701322,2.5139438e-08
1.71133,2.2546582000000002e-08
1.721337,2.5327328e-08
1.731345,2.5937964000000002e-08
1.741353,2.6219796000000004e-08
1.751361,2.3410868e-08
1.761369,2.4791844e-08
1.7713759999999998,2.1174998000000002e-08
1.7813839999999999,2.6201008000000003e-08
1.7913919999999999,2.296933e-08
1.8014,2.5167622000000003e-08
1.811407,2.5383694000000003e-08
1.821415,2.2292934000000002e-08
1.831423,2.3495418e-08
1.8414309999999998,2.3974532e-08
1.8514389999999998,2.4096658e-08
1.861446,2.3965138e-08
1.871454,2.3974532e-08
1.881462,2.4246970000000002e-08
1.89147,2.2762654000000002e-08
1.9014769999999999,2.1992312000000003e-08
1.9114849999999999,2.3965138e-08
1.921493,2.3495418e-08
1.931501,2.281902e-08
1.941509,2.3401472e-08
1.9515159999999998,2.488579e-08
1.9615239999999998,2.433152e-08
1.9715319999999998,2.6971350000000003e-08
1.9815399999999999,2.7600774e-08
1.991547,2.3025696000000003e-08
1.9815399999999999,2.3777250000000002e-08
1.9715319999999998,2.3119642000000003e-08
1.9615239999999998,2.5167622000000003e-08
1.9515159999999998,2.2170806e-08
1.941509,2.5007918e-08
1.931501,2.5177016000000003e-08
1.921493,2.4021504000000002e-08
1.9114849999999999,2.3805432000000002e-08
1.9014769999999999,2.305388e-08
1.89147,2.1409858000000002e-08
1.881462,2.3044486e-08
1.871454,2.4256364000000002e-08
1.861446,2.0771038e-08
1.8514389999999998,2.3514206e-08
1.8414309999999998,2.4801240000000002e-08
1.831423,2.0310714e-08
1.821415,2.4199998e-08
1.811407,2.3129034000000002e-08
1.8014,3.227919e-08
1.7913919999999999,2.273447e-08
1.7813839999999999,2.5167622000000003e-08
1.7713759999999998,2.2518398e-08
1.761369,2.2330510000000003e-08
1.751361,2.5825232000000002e-08
1.741353,2.5402482000000003e-08
1.731345,2.4237576000000002e-08
1.721337,2.375846e-08
1.71133,2.3899376000000002e-08
1.701322,2.4632142e-08
1.691314,2.305388e-08
1.681306,2.147562e-08
1.6712989999999999,2.3786644000000002e-08
1.6612909999999999,2.5571582e-08
1.6512829999999998,2.3711488000000003e-08
1.6412749999999998,2.3702094000000003e-08
1.631267,2.3777250000000002e-08
1.62126,2.4021504000000002e-08
1.611252,2.6013118e-08
1.601244,2.3138430000000003e-08
1.5912359999999999,2.6764672000000003e-08
1.581229,2.3429656e-08
1.571221,2.4416068000000004e-08
1.561213,2.5045494000000002e-08
1.551205,2.3805432000000002e-08
1.541197,2.2678102000000002e-08
1.5311899999999998,2.7290758e-08
1.521182,2.3777250000000002e-08
1.511174,2.3532994e-08
1.501166,2.3429656e-08
1.491159,2.5280356000000003e-08
1.4811509999999999,2.3542390000000002e-08
1.4711429999999999,2.4923368000000002e-08
1.4611349999999999,2.6529810000000002e-08
1.4511269999999998,2.5280356000000003e-08
1.44112,2.3711488000000003e-08
1.431112,2.2828414e-08
1.421104,2.4134238000000003e-08
1.411096,2.169169e-08
1.401089,2.360815e-08
1.391081,2.4265760000000003e-08
1.381073,2.4754268e-08
1.371065,2.2368088e-08
1.361057,2.4293942e-08
1.3510499999999999,2.5383694000000003e-08
1.3410419999999998,2.407787e-08
1.331034,2.3805432000000002e-08
1.321026,2.4669718e-08
1.311019,2.3100852000000002e-08
1.301011,2.4510014e-08
1.291003,2.1644718000000002e-08
1.2809949999999999,2.2396272e-08
1.2709869999999999,2.6651938000000003e-08
1.26098,2.3711488000000003e-08
1.250972,2.7375308e-08
1.240964,2.3805432000000002e-08
1.230956,2.5703104000000002e-08
1.2209489999999998,2.4904578e-08
1.210941,2.2649922000000003e-08
1.200933,2.6388896000000002e-08
1.190925,2.5994330000000004e-08
1.180917,2.2095650000000002e-08
1.17091,2.4923368000000002e-08
