Applied Potential(V),Measured Current(A)
0.0,2.0742854e-05
0.010007779000000001,6.968772e-05
0.020015558000000003,1.1743011e-05
0.030023338000000004,7.277847999999999e-05
0.040031116000000005,1.0944486e-05
0.050038896000000006,7.479828e-05
0.06004667600000001,1.1254502e-05
0.070054456,7.5794088e-05
0.08006223200000001,1.6712652e-05
0.09007000800000001,7.224299999999999e-05
0.100077,3.0832448e-05
0.11008499999999999,5.2007448e-05
0.12009299999999999,6.556358e-05
0.130101,2.9592388e-05
0.14010799999999998,8.9481744e-05
0.150116,1.7257528e-05
0.160124,9.166123999999999e-05
0.170132,1.5031054e-05
0.18014,9.354952e-05
0.19014699999999998,1.4645883e-05
0.200155,9.5024448e-05
0.210163,1.4627094e-05
0.22017099999999998,9.119152e-05
0.230178,2.4256362e-05
0.24018599999999998,7.417824799999999e-05
0.25019399999999997,4.9508531999999996e-05
0.260202,4.5957448e-05
0.27021,9.1548512e-05
0.280217,2.7347124e-05
0.290225,0.000110797
0.30023299999999997,1.8863972e-05
0.310241,0.00011221600000000001
0.320248,2.0066458e-05
0.330256,0.00011465800000000001
0.340264,2.009464e-05
0.350272,0.00011571
0.36028,1.8638508e-05
0.370287,0.00010513200000000001
0.380295,3.0757294e-05
0.39030299999999996,8.112071999999999e-05
0.400311,6.7508216e-05
0.41031799999999996,4.3947044e-05
0.420326,0.00011411300000000001
0.430334,2.9479654e-05
0.44034199999999996,0.000131991
0.45035,2.3044484e-05
0.46035699999999996,0.000133015
0.470365,2.5402479999999998e-05
0.480373,0.000135138
0.49038099999999996,2.5994328e-05
0.5003879999999999,0.0001348
0.510396,2.3833614e-05
0.520404,0.000111699
0.530412,6.559176e-05
0.54042,7.5925608e-05
0.550427,0.000106917
0.560435,4.3815524e-05
0.5704429999999999,0.000149051
0.5804509999999999,3.2401316e-05
0.5904579999999999,0.000153016
0.6004659999999999,2.7243783999999998e-05
0.610474,0.000153551
0.620482,3.3378334e-05
0.63049,0.0001562
0.640497,2.9263582e-05
0.650505,0.00014814
0.660513,3.296498e-05
0.6705209999999999,9.0646648e-05
0.680528,0.000106391
0.6905359999999999,6.916163199999999e-05
0.700544,0.00014731300000000002
0.710552,0.000142456
0.72056,2.859658e-05
0.730567,3.4045336e-05
0.740575,2.6943163999999998e-05
0.750583,2.429394e-05
0.760591,2.6492232e-05
0.770598,2.3222978e-05
0.7806059999999999,2.557158e-05
0.7906139999999999,2.2753256e-05
0.800622,2.4510012e-05
0.81063,2.2584157999999998e-05
0.820637,2.3983926e-05
0.830645,2.2480819999999998e-05
0.840653,2.3345106e-05
0.850661,2.2574764e-05
0.860668,2.2988118e-05
0.870676,2.2659314e-05
0.8806839999999999,2.2856596e-05
0.8906919999999999,2.2687495999999998e-05
0.9007,2.286599e-05
0.9107069999999999,2.280023e-05
0.920715,2.3016302e-05
0.930723,2.2922358e-05
0.940731,2.3147824e-05
0.950738,2.3053879999999998e-05
0.960746,2.3298134e-05
0.970754,2.3129033999999998e-05
0.9807619999999999,2.350481e-05
0.9907699999999999,2.3298134e-05
1.000777,2.3711488e-05
1.010785,2.3664516e-05
1.020793,2.390877e-05
1.0308009999999999,2.3955742e-05
1.0408089999999999,2.4087264e-05
1.050816,2.4228178e-05
1.060824,2.4369096e-05
1.070832,2.4519406e-05
1.08084,2.4519406e-05
1.090847,2.478245e-05
1.100855,2.484821e-05
1.110863,2.5083072e-05
1.120871,2.499852e-05
1.130879,2.5280354e-05
1.1408859999999998,2.5308536e-05
1.1508939999999999,2.5496426e-05
1.1609019999999999,2.5590368e-05
1.17091,2.5778258e-05
1.180917,2.5872201999999998e-05
1.190925,2.6050696e-05
1.200933,2.6266768e-05
1.210941,2.6370104e-05
1.2209489999999998,2.6586176e-05
1.230956,2.669891e-05
1.240964,2.683043e-05
1.250972,2.6933768e-05
1.26098,2.708408e-05
1.2709869999999999,2.7262572e-05
1.2809949999999999,2.7422278e-05
1.291003,2.7581984e-05
1.301011,2.7675928e-05
1.311019,2.7938971999999998e-05
1.321026,2.8042309999999998e-05
1.331034,2.8248988e-05
1.3410419999999998,2.8371114e-05
1.3510499999999999,2.8483847999999998e-05
1.361057,2.8709313999999998e-05
1.371065,2.8887808e-05
1.381073,2.8972356e-05
1.391081,2.9188428e-05
1.401089,2.9404498e-05
1.411096,2.9489048e-05
1.421104,2.9536019999999998e-05
1.431112,2.978967e-05
1.44112,2.9930586e-05
1.4511269999999998,3.0118474e-05
1.4611349999999999,3.0193627999999998e-05
1.4711429999999999,3.044728e-05
1.4811509999999999,3.0560012e-05
1.491159,3.0597588e-05
1.501166,3.0907606e-05
1.511174,3.10861e-05
1.521182,3.130217e-05
1.5311899999999998,3.1443086e-05
1.541197,3.1527636e-05
1.551205,3.17531e-05
1.561213,3.1809468e-05
1.571221,3.2100694e-05
1.581229,3.2251005999999996e-05
1.5912359999999999,3.2354342e-05
1.601244,3.2598599999999997e-05
1.611252,3.271133e-05
1.62126,3.2908614e-05
1.631267,3.3068318e-05
1.6412749999999998,3.3199839999999996e-05
1.6512829999999998,3.3425304e-05
1.6612909999999999,3.3519248e-05
1.6712989999999999,3.3782292e-05
1.681306,3.3913816e-05
1.691314,3.4186252e-05
1.701322,3.430838e-05
1.71133,3.4562032e-05
1.721337,3.4627792e-05
1.731345,3.4834468e-05
1.741353,3.501296e-05
1.751361,3.5191455999999996e-05
1.761369,3.5360552e-05
1.7713759999999998,3.5529652e-05
1.7813839999999999,3.5708148e-05
1.7913919999999999,3.5867852e-05
1.8014,3.6074528e-05
1.811407,3.625302e-05
1.821415,3.6431516e-05
1.831423,3.6553644e-05
1.8414309999999998,3.6732136e-05
1.8514389999999998,3.6957604e-05
1.861446,3.709852e-05
1.871454,3.7258224e-05
1.881462,3.7596424e-05
1.89147,3.7746736e-05
1.9014769999999999,3.7859464e-05
1.9114849999999999,3.8094324e-05
1.921493,3.8235243999999996e-05
1.931501,3.837616e-05
1.941509,3.8507679999999996e-05
1.9515159999999998,3.8686176e-05
1.9615239999999998,3.8986796e-05
1.9715319999999998,3.9080739999999996e-05
1.9815399999999999,3.9278024e-05
